   j      e(j)         levid         stwt


  4.6543E-18 3.3373E-18 2.3831E-18 1.7012E-18 1.2207E-18 8.6465E-19 6.1545E-19
  4.3782E-19 3.1133E-19 2.2131E-19 1.5730E-19 1.1178E-19 7.9446E-20 5.6468E-20
  4.0144E-20 2.8556E-20 2.0285E-20 1.4457E-20 1.0302E-20 7.3860E-21 5.2422E-21
 10310101.1030 -1.0000E-02  2.2709E-14  2.0246E-14  1.8050E-14  1.6093E-14
  1.4348E-14 1.2791E-14 1.1401E-14 1.0159E-14 9.0457E-15 8.0476E-15 7.1514E-15
  6.3461E-15 5.6223E-15 4.9717E-15 4.3868E-15 3.8610E-15 3.3881E-15 2.9629E-15
  2.5806E-15 2.2371E-15 1.9290E-15 1.6531E-15 1.4069E-15 1.1882E-15 9.9512E-16
  8.2584E-16 6.7873E-16 5.5217E-16 4.4451E-16 3.5403E-16 2.7895E-16 2.1749E-16
  1.6783E-16 1.2825E-16 9.7091E-17 7.2880E-17 5.4393E-17 4.1206E-17 3.4905E-17
  3.9715E-17 6.0000E-17 9.5418E-17 1.3864E-16 1.7842E-16 2.0510E-16 2.1432E-16
  2.0716E-16 1.8803E-16 1.6227E-16 1.3451E-16 1.0797E-16 8.4475E-17 6.4759E-17
  4.8846E-17 3.6372E-17 2.6806E-17 1.9596E-17 1.4233E-17 1.0285E-17 7.4013E-18
  5.3085E-18 3.7992E-18 2.7115E-18 1.9328E-18 1.3786E-18 9.7876E-19 6.9552E-19
  4.9392E-19 3.5058E-19 2.4873E-19 1.7642E-19 1.2510E-19 8.8686E-20 6.2864E-20
  4.4554E-20 3.1577E-20 2.2365E-20 1.5853E-20 1.1233E-20 7.9720E-21 5.6377E-21
 10400101.0540 -4.0001E-02  5.1952E-14  4.6269E-14  4.1201E-14  3.6679E-14
  3.2643E-14 2.9039E-14 2.5820E-14 2.2942E-14 2.0367E-14 1.8062E-14 1.5995E-14
  1.4141E-14 1.2477E-14 1.0981E-14 9.6359E-15 8.4257E-15 7.3364E-15 6.3563E-15
  5.4754E-15 4.6854E-15 3.9794E-15 3.3516E-15 2.7970E-15 2.3111E-15 1.8896E-15
  1.5282E-15 1.2220E-15 9.6626E-16 7.5552E-16 5.8434E-16 4.4726E-16 3.3898E-16
  2.5459E-16 1.8962E-16 1.4017E-16 1.0292E-16 7.5163E-17 5.4827E-17 4.0738E-17
  3.2635E-17 3.0505E-17 3.3467E-17 3.9308E-17 4.5204E-17 4.8908E-17 4.9371E-17
  4.6832E-17 4.2152E-17 3.6388E-17 3.0399E-17 2.4765E-17 1.9790E-17 1.5585E-17
  1.2134E-17 9.3631E-18 7.1711E-18 5.4617E-18 4.1391E-18 3.1204E-18 2.3454E-18
  1.7593E-18 1.3092E-18 9.8011E-19 7.2857E-19 5.3138E-19 3.9918E-19 2.9492E-19
  2.1753E-19 1.6018E-19 1.1780E-19 8.6498E-20 6.3451E-20 4.6481E-20 3.4016E-20
  2.4871E-20 1.8159E-20 1.3288E-20 9.6759E-21 7.0484E-21 5.0882E-21 3.7411E-21
 10400101.0640 -2.7779E-02  5.9207E-14  5.2736E-14  4.6963E-14  4.1813E-14
  3.7217E-14 3.3114E-14 2.9448E-14 2.6170E-14 2.3237E-14 2.0610E-14 1.8254E-14
  1.6140E-14 1.4241E-14 1.2535E-14 1.1000E-14 9.6183E-15 8.3749E-15 7.2559E-15
  6.2502E-15 5.3481E-15 4.5419E-15 3.8250E-15 3.1916E-15 2.6368E-15 2.1556E-15
  1.7429E-15 1.3935E-15 1.1016E-15 8.6117E-16 6.6591E-16 5.0959E-16 3.8615E-16
  2.8996E-16 2.1593E-16 1.5959E-16 1.1720E-16 8.6026E-17 6.6141E-17 6.4509E-17
  9.6433E-17 1.7620E-16 3.0106E-16 4.4556E-16 5.7338E-16 6.5567E-16 6.8089E-16
  6.5512E-16 5.9341E-16 5.1284E-16 4.2731E-16 3.4616E-16 2.7441E-16 2.1394E-16
  1.6466E-16 1.2547E-16 9.4844E-17 7.1261E-17 5.3273E-17 3.9642E-17 2.9410E-17
  2.1776E-17 1.6029E-17 1.1844E-17 8.7082E-18 6.3120E-18 4.6773E-18 3.4235E-18
  2.5029E-18 1.8277E-18 1.3335E-18 9.7194E-19 7.0792E-19 5.1513E-19 3.7459E-19
  2.7223E-19 1.9763E-19 1.4376E-19 1.0415E-19 7.5486E-20 5.4309E-20 3.9675E-20
 10400101.0740 -2.0409E-02  5.2097E-14  4.6407E-14  4.1333E-14  3.6807E-14
  3.2767E-14 2.9160E-14 2.5938E-14 2.3057E-14 2.0477E-14 1.8166E-14 1.6092E-14
  1.4230E-14 1.2557E-14 1.1052E-14 9.6984E-15 8.4799E-15 7.3829E-15 6.3956E-15
  5.5081E-15 4.7122E-15 4.0009E-15 3.3684E-15 2.8098E-15 2.3206E-15 1.8965E-15
  1.5329E-15 1.2252E-15 9.6822E-16 7.5664E-16 5.8490E-16 4.4747E-16 3.3899E-16
  2.5449E-16 1.8947E-16 1.4001E-16 1.0280E-16 7.5333E-17 5.7121E-17 5.2374E-17
  7.1045E-17 1.2259E-16 2.0515E-16 3.0157E-16 3.8721E-16 4.4223E-16 4.5875E-16
  4.4043E-16 3.9746E-16 3.4146E-16 2.8210E-16 2.2596E-16 1.7662E-16 1.3540E-16
  1.0223E-16 7.6252E-17 5.6333E-17 4.1306E-17 3.0108E-17 2.1838E-17 1.5782E-17
  1.1374E-17 8.1730E-18 5.8682E-18 4.2048E-18 3.0020E-18 2.1510E-18 1.5369E-18
  1.0974E-18 7.8322E-19 5.5880E-19 3.9854E-19 2.8419E-19 2.0260E-19 1.4442E-19
  1.0293E-19 7.3350E-20 5.2300E-20 3.7256E-20 2.6546E-20 1.8880E-20 1.3485E-20
 10400101.0840 -1.5625E-02  4.2749E-14  3.8086E-14  3.3928E-14  3.0218E-14
  2.6909E-14 2.3953E-14 2.1313E-14 1.8951E-14 1.6836E-14 1.4939E-14 1.3236E-14
  1.1706E-14 1.0329E-14 9.0913E-15 7.9768E-15 6.9732E-15 6.0696E-15 5.2563E-15
  4.5253E-15 3.8698E-15 3.2842E-15 2.7638E-15 2.3043E-15 1.9022E-15 1.5538E-15
  1.2553E-15 1.0028E-15 7.9212E-16 6.1876E-16 4.7813E-16 3.6565E-16 2.7692E-16
  2.0783E-16 1.5469E-16 1.1431E-16 8.4630E-17 7.2606E-17 1.3653E-16 4.8298E-16
  1.5060E-15 3.5725E-15 6.6469E-15 1.0151E-14 1.3241E-14 1.5233E-14 1.5861E-14
  1.5254E-14 1.3776E-14 1.1833E-14 9.7676E-15 7.8122E-15 6.0934E-15 4.6591E-15
  3.5064E-15 2.6059E-15 1.9174E-15 1.3997E-15 1.0153E-15 7.3285E-16 5.2686E-16
  3.7757E-16 2.6991E-16 1.9256E-16 1.3716E-16 9.7577E-17 6.9348E-17 4.9247E-17
  3.4950E-17 2.4791E-17 1.7578E-17 1.2460E-17 8.8295E-18 6.2558E-18 4.4316E-18
  3.1389E-18 2.2231E-18 1.5743E-18 1.1149E-18 7.8943E-19 5.5897E-19 3.9578E-19
 10400101.0940 -1.2346E-02  3.4451E-14  3.0699E-14  2.7354E-14  2.4370E-14
  2.1707E-14 1.9330E-14 1.7206E-14 1.5306E-14 1.3603E-14 1.2074E-14 1.0699E-14
  9.4633E-15 8.3506E-15 7.3488E-15 6.4464E-15 5.6337E-15 4.9017E-15 4.2429E-15
  3.6510E-15 3.1204E-15 2.6466E-15 2.2258E-15 1.8546E-15 1.5300E-15 1.2489E-15
  1.0084E-15 8.0511E-16 6.3562E-16 4.9627E-16 3.8330E-16 2.9302E-16 2.2183E-16
  1.6643E-16 1.2385E-16 9.1478E-17 6.7148E-17 4.9334E-17 3.8502E-17 4.0200E-17
  6.6324E-17 1.2818E-16 2.2426E-16 3.3556E-16 4.3436E-16 4.9823E-16 5.1816E-16
  4.9825E-16 4.5010E-16 3.8690E-16 3.1973E-16 2.5611E-16 2.0013E-16 1.5336E-16
  1.1571E-16 8.6240E-17 6.3656E-17 4.6627E-17 3.3947E-17 2.4595E-17 1.7753E-17
  1.2777E-17 9.1695E-18 6.5736E-18 4.7035E-18 3.3551E-18 2.3993E-18 1.7117E-18
  1.2205E-18 8.6976E-19 6.1961E-19 4.4126E-19 3.1418E-19 2.2365E-19 1.5918E-19
  1.1328E-19 8.0604E-20 5.7376E-20 4.0812E-20 2.9033E-20 2.0624E-20 1.4697E-20
 10400101.1040 -1.0000E-02  2.7794E-14  2.4773E-14  2.2080E-14  1.9678E-14
  1.7535E-14 1.5622E-14 1.3912E-14 1.2382E-14 1.1009E-14 9.7748E-15 8.6642E-15
  7.6637E-15 6.7621E-15 5.9494E-15 5.2170E-15 4.5571E-15 3.9627E-15 3.4278E-15
  2.9474E-15 2.5171E-15 2.1332E-15 1.7926E-15 1.4924E-15 1.2302E-15 1.0035E-15
  8.0963E-16 6.4599E-16 5.0969E-16 3.9773E-16 3.0705E-16 2.3462E-16 1.7755E-16
  1.3317E-16 9.9067E-17 7.3163E-17 5.3915E-17 4.2911E-17 5.8990E-17 1.7091E-16
  5.1117E-16 1.2044E-15 2.2403E-15 3.4250E-15 4.4725E-15 5.1507E-15 5.3674E-15
  5.1661E-15 4.6682E-15 4.0121E-15 3.3136E-15 2.6515E-15 2.0692E-15 1.5829E-15
  1.1919E-15 8.8625E-16 6.5246E-16 4.7656E-16 3.4591E-16 2.4982E-16 1.7971E-16
  1.2888E-16 9.2184E-17 6.5816E-17 4.6913E-17 3.3388E-17 2.3752E-17 1.6879E-17
  1.1987E-17 8.5092E-18 6.0379E-18 4.2829E-18 3.0374E-18 2.1536E-18 1.5267E-18
  1.0822E-18 7.6701E-19 5.4363E-19 3.8524E-19 2.7299E-19 1.9340E-19 1.3708E-19
 10510101.0650 -2.7778E-02  2.5622E-14  2.2811E-14  2.0302E-14  1.8063E-14
  1.6063E-14 1.4275E-14 1.2676E-14 1.1243E-14 9.9586E-15 8.8048E-15 7.7674E-15
  6.8338E-15 5.9930E-15 5.2355E-15 4.5532E-15 3.9390E-15 3.3868E-15 2.8917E-15
  2.4495E-15 2.0568E-15 1.7105E-15 1.4078E-15 1.1461E-15 9.2256E-16 7.3409E-16
  5.7741E-16 4.4905E-16 3.4543E-16 2.6298E-16 1.9828E-16 1.4817E-16 1.0984E-16
  8.0843E-17 5.9127E-17 4.3008E-17 3.1141E-17 2.2515E-17 1.6636E-17 1.3996E-17
  1.6223E-17 2.4899E-17 3.9546E-17 5.6903E-17 7.2371E-17 8.2257E-17 8.5122E-17
  8.1620E-17 7.3613E-17 6.3227E-17 5.2234E-17 4.1837E-17 3.2696E-17 2.5059E-17
  1.8909E-17 1.4094E-17 1.0403E-17 7.6191E-18 5.5462E-18 4.0172E-18 2.8989E-18
  2.0841E-18 1.4987E-18 1.0703E-18 7.6527E-19 5.5280E-19 3.9053E-19 2.7845E-19
  1.9842E-19 1.4132E-19 1.0062E-19 7.1615E-20 5.0958E-20 3.6256E-20 2.5791E-20
  1.8344E-20 1.3052E-20 9.2592E-21 6.5953E-21 4.6926E-21 3.3689E-21 2.3713E-21
 10510101.0750 -2.0408E-02  3.5923E-14  3.1986E-14  2.8474E-14  2.5338E-14
  2.2538E-14 2.0034E-14 1.7795E-14 1.5789E-14 1.3989E-14 1.2372E-14 1.0917E-14
  9.6065E-15 8.4257E-15 7.3615E-15 6.4024E-15 5.5387E-15 4.7622E-15 4.0658E-15
  3.4438E-15 2.8913E-15 2.4042E-15 1.9785E-15 1.6105E-15 1.2962E-15 1.0312E-15
  8.1098E-16 6.3061E-16 4.8502E-16 3.6919E-16 2.7832E-16 2.0796E-16 1.5415E-16
  1.1344E-16 8.2963E-17 6.0342E-17 4.3684E-17 3.1508E-17 2.2715E-17 1.6604E-17
  1.2856E-17 1.1305E-17 1.1579E-17 1.2958E-17 1.4558E-17 1.5615E-17 1.5887E-17
  1.5346E-17 1.4180E-17 1.2642E-17 1.0949E-17 9.2537E-18 7.6678E-18 6.2503E-18
  5.0194E-18 3.9840E-18 3.1270E-18 2.4331E-18 1.8793E-18 1.4408E-18 1.0998E-18
  8.2778E-19 6.4237E-19 4.6626E-19 3.4948E-19 2.9343E-19 1.9760E-19 1.4691E-19
  1.0899E-19 8.0683E-20 5.9626E-20 4.3991E-20 3.2389E-20 2.3834E-20 1.7510E-20
  1.2845E-20 9.4434E-21 6.7998E-21 5.0235E-21 3.6861E-21 2.8558E-21 1.9570E-21
 10510101.0850 -1.5625E-02  3.6455E-14  3.2465E-14  2.8906E-14  2.5729E-14
  2.2892E-14 2.0356E-14 1.8087E-14 1.6054E-14 1.4229E-14 1.2588E-14 1.1111E-14
  9.7787E-15 8.5777E-15 7.4946E-15 6.5180E-15 5.6383E-15 4.8472E-15 4.1377E-15
  3.5040E-15 2.9412E-15 2.4451E-15 2.0116E-15 1.6370E-15 1.3171E-15 1.0476E-15
  8.2364E-16 6.4028E-16 4.9234E-16 3.7469E-16 2.8241E-16 2.1098E-16 1.5636E-16
  1.1505E-16 8.4131E-17 6.1186E-17 4.4291E-17 3.1942E-17 2.3007E-17 1.6730E-17
  1.2695E-17 1.0656E-17 1.0248E-17 1.0887E-17 1.1882E-17 1.2595E-17 1.2890E-17
  1.2678E-17 1.2035E-17 1.1089E-17 9.9612E-18 8.7347E-18 7.5030E-18 6.3281E-18
  5.2422E-18 4.2810E-18 3.4462E-18 2.7433E-18 2.1629E-18 1.6885E-18 1.3106E-18
  9.9897E-19 7.9073E-19 5.7597E-19 4.3641E-19 3.7873E-19 2.5223E-19 1.8906E-19
  1.4130E-19 1.0532E-19 7.8323E-20 5.8123E-20 4.3021E-20 3.1817E-20 2.3484E-20
  1.7301E-20 1.2777E-20 9.2140E-21 6.8416E-21 5.0394E-21 3.9427E-21 2.6906E-21
 10510101.0950 -1.2346E-02  3.3147E-14  2.9526E-14  2.6295E-14  2.3413E-14
  2.0838E-14 1.8538E-14 1.6479E-14 1.4633E-14 1.2976E-14 1.1484E-14 1.0138E-14
  8.9247E-15 7.8291E-15 6.8402E-15 5.9482E-15 5.1444E-15 4.4214E-15 3.7731E-15
  3.1941E-15 2.6801E-15 2.2271E-15 1.8316E-15 1.4899E-15 1.1983E-15 9.5267E-16
  7.4875E-16 5.8187E-16 4.4728E-16 3.4030E-16 2.5643E-16 1.9153E-16 1.4191E-16
  1.0441E-16 7.6336E-17 5.5510E-17 4.0179E-17 2.8979E-17 2.0916E-17 1.5411E-17
  1.2297E-17 1.1539E-17 1.2785E-17 1.5194E-17 1.7695E-17 1.9356E-17 1.9909E-17
  1.9353E-17 1.7951E-17 1.6043E-17 1.3918E-17 1.1775E-17 9.7646E-18 7.9637E-18
  6.3974E-18 5.0788E-18 3.9866E-18 3.1019E-18 2.3959E-18 1.8366E-18 1.4018E-18
  1.0549E-18 8.1875E-19 5.9402E-19 4.4513E-19 3.7441E-19 2.5169E-19 1.8710E-19
  1.3879E-19 1.0274E-19 7.5918E-20 5.6007E-20 4.1233E-20 3.0340E-20 2.2289E-20
  1.6350E-20 1.2021E-20 8.6513E-21 6.3941E-21 4.6919E-21 3.6389E-21 2.4905E-21
 10510101.1050 -1.0000E-02  2.8843E-14  2.5699E-14  2.2894E-14  2.0392E-14
  1.8158E-14 1.6162E-14 1.4375E-14 1.2772E-14 1.1332E-14 1.0033E-14 8.8611E-15
  7.8018E-15 6.8444E-15 5.9794E-15 5.1985E-15 4.4946E-15 3.8614E-15 3.2936E-15
  2.7868E-15 2.3370E-15 1.9409E-15 1.5953E-15 1.2970E-15 1.0426E-15 8.2848E-16
  6.5085E-16 5.0557E-16 3.8849E-16 2.9547E-16 2.2258E-16 1.6620E-16 1.2312E-16
  9.0567E-17 6.6206E-17 4.8137E-17 3.4840E-17 2.5152E-17 1.8355E-17 1.4453E-17
  1.4272E-17 1.8697E-17 2.7351E-17 3.8094E-17 4.7906E-17 5.4287E-17 5.6325E-17
  5.4320E-17 4.9414E-17 4.2910E-17 3.5922E-17 2.9211E-17 2.3214E-17 1.8116E-17
  1.3932E-17 1.0592E-17 7.9790E-18 5.9651E-18 4.4337E-18 3.2814E-18 2.4189E-18
  1.7704E-18 1.3133E-18 9.4414E-19 6.8865E-19 5.3239E-19 3.6770E-19 2.6725E-19
  1.9405E-19 1.4078E-19 1.0206E-19 7.3937E-20 5.3514E-20 3.8729E-20 2.8008E-20
  2.0241E-20 1.4650E-20 1.0468E-20 7.6018E-21 5.4967E-21 4.1191E-21 2.8475E-21
 10600101.0760 -2.0408E-02  1.2818E-14  1.1408E-14  1.0148E-14  9.0227E-15
  8.0166E-15 7.1162E-15 6.3092E-15 5.5847E-15 4.9329E-15 4.3455E-15 3.8154E-15
  3.3367E-15 2.9044E-15 2.5144E-15 2.1632E-15 1.8479E-15 1.5658E-15 1.3150E-15
  1.0937E-15 9.0003E-16 7.3249E-16 5.8931E-16 4.6857E-16 3.6823E-16 2.8606E-16
  2.1978E-16 1.6709E-16 1.2580E-16 9.3879E-17 6.9495E-17 5.1081E-17 3.7313E-17
  2.7109E-17 1.9606E-17 1.4125E-17 1.0144E-17 7.2662E-18 5.1983E-18 3.7323E-18
  2.7339E-18 2.1200E-18 1.8271E-18 1.7714E-18 1.8965E-18 2.2303E-18 2.6407E-18
  3.3264E-18 4.1919E-18 5.1940E-18 6.1407E-18 6.8796E-18 7.2993E-18 7.3734E-18
  7.1233E-18 6.6259E-18 5.9558E-18 5.2147E-18 4.4580E-18 3.7241E-18 3.0656E-18
  2.4952E-18 1.9796E-18 1.5875E-18 1.2460E-18 9.3599E-19 7.4697E-19 5.7387E-19
  4.3847E-19 3.3330E-19 2.5235E-19 1.9025E-19 1.4298E-19 1.0709E-19 7.9987E-20
  5.9600E-20 4.4274E-20 3.2973E-20 2.4359E-20 1.7993E-20 1.3108E-20 9.8041E-21
 10600101.0860 -1.5625E-02  2.1366E-14  1.9019E-14  1.6923E-14  1.5050E-14
  1.3377E-14 1.1879E-14 1.0536E-14 9.3305E-15 8.2452E-15 7.2663E-15 6.3820E-15
  5.5827E-15 4.8603E-15 4.2081E-15 3.6205E-15 3.0926E-15 2.6204E-15 2.2005E-15
  1.8299E-15 1.5057E-15 1.2252E-15 9.8556E-16 7.8351E-16 6.1562E-16 4.7817E-16
  3.6732E-16 2.7922E-16 2.1020E-16 1.5684E-16 1.1609E-16 8.5323E-17 6.2320E-17
  4.5276E-17 3.2743E-17 2.3588E-17 1.6938E-17 1.2132E-17 8.6824E-18 6.2534E-18
  4.6381E-18 3.7019E-18 3.3040E-18 3.2531E-18 3.3462E-18 3.4378E-18 3.4255E-18
  3.3399E-18 3.1998E-18 3.0435E-18 2.8761E-18 2.6965E-18 2.4964E-18 2.2748E-18
  2.0347E-18 1.7854E-18 1.5360E-18 1.2994E-18 1.0814E-18 8.8516E-19 7.1625E-19
  5.7464E-19 4.5118E-19 3.5789E-19 2.7865E-19 2.0843E-19 1.6496E-19 1.2608E-19
  9.5894E-20 7.2603E-20 5.4774E-20 4.1163E-20 3.0848E-20 2.3044E-20 1.7171E-20
  1.2767E-20 9.4648E-21 7.0347E-21 5.1876E-21 3.8254E-21 2.7832E-21 2.0773E-21
 10600101.0960 -1.2346E-02  2.4573E-14  2.1878E-14  1.9473E-14  1.7325E-14
  1.5404E-14 1.3686E-14 1.2146E-14 1.0762E-14 9.5152E-15 8.3896E-15 7.3716E-15
  6.4502E-15 5.6165E-15 4.8633E-15 4.1841E-15 3.5737E-15 3.0277E-15 2.5420E-15
  2.1133E-15 1.7385E-15 1.4143E-15 1.1373E-15 9.0390E-16 7.1002E-16 5.5136E-16
  4.2344E-16 3.2182E-16 2.4222E-16 1.8070E-16 1.3373E-16 9.8277E-17 7.1774E-17
  5.2140E-17 3.7704E-17 2.7160E-17 1.9502E-17 1.3968E-17 1.0002E-17 7.2317E-18
  5.4503E-18 4.5340E-18 4.3198E-18 4.5420E-18 4.8862E-18 5.0967E-18 5.0433E-18
  4.7228E-18 4.2067E-18 3.5915E-18 2.9612E-18 2.3739E-18 1.8608E-18 1.4330E-18
  1.0882E-18 8.1724E-19 6.0836E-19 4.4982E-19 3.3078E-19 2.4211E-19 1.7665E-19
  1.2859E-19 9.3243E-20 6.7686E-20 4.8988E-20 3.5185E-20 2.5554E-20 1.8438E-20
  1.3295E-20 9.5801E-21 6.9004E-21 4.9677E-21 3.5752E-21 2.5720E-21 1.8498E-21
  1.3300E-21 9.5591E-22 6.8796E-22 4.9392E-22 3.5481E-22 2.5375E-22 1.8324E-22
 10600101.1060 -1.0000E-02  2.4538E-14  2.1854E-14  1.9458E-14  1.7319E-14
  1.5407E-14 1.3696E-14 1.2162E-14 1.0784E-14 9.5407E-15 8.4169E-15 7.3989E-15
  6.4760E-15 5.6399E-15 4.8836E-15 4.2012E-15 3.5876E-15 3.0386E-15 2.5503E-15
  2.1194E-15 1.7428E-15 1.4172E-15 1.1392E-15 9.0509E-16 7.1070E-16 5.5170E-16
  4.2357E-16 3.2183E-16 2.4217E-16 1.8063E-16 1.3366E-16 9.8204E-17 7.1712E-17
  5.2088E-17 3.7663E-17 2.7129E-17 1.9489E-17 1.4112E-17 1.1299E-17 1.3658E-17
  2.6668E-17 5.5538E-17 9.9656E-17 1.5048E-16 1.9552E-16 2.2464E-16 2.3380E-16
  2.2487E-16 2.0311E-16 1.7452E-16 1.4411E-16 1.1531E-16 8.9979E-17 6.8833E-17
  5.1832E-17 3.8544E-17 2.8379E-17 2.0730E-17 1.5049E-17 1.0870E-17 7.8208E-18
  5.6094E-18 4.0129E-18 2.8657E-18 2.0430E-18 1.4542E-18 1.0347E-18 7.3547E-19
  5.2244E-19 3.7092E-19 2.6325E-19 1.8677E-19 1.3248E-19 9.3951E-20 6.6617E-20
  4.7231E-20 3.3482E-20 2.3736E-20 1.6824E-20 1.1924E-20 8.4485E-21 5.9899E-21

 1-spin symmetry tot rc =   7.5357E-12  6.7157E-12  5.9848E-12  5.3333E-12
  4.7526E-12 4.2349E-12 3.7733E-12 3.3617E-12 2.9945E-12 2.6670E-12 2.3748E-12
  2.1140E-12 1.8813E-12 1.6736E-12 1.4882E-12 1.3226E-12 1.1749E-12 1.0430E-12
  9.2523E-13 8.2015E-13 7.2642E-13 6.4284E-13 5.6837E-13 5.0208E-13 4.4314E-13
  3.9079E-13 3.4438E-13 3.0329E-13 2.6697E-13 2.3493E-13 2.0672E-13 1.8191E-13
  1.6014E-13 1.4106E-13 1.2436E-13 1.0979E-13 9.7615E-14 9.0962E-14 1.0105E-13
  1.4910E-13 2.5456E-13 4.1486E-13 5.9833E-13 7.5929E-13 8.6114E-13 8.8895E-13
  8.5135E-13 7.6687E-13 6.5832E-13 5.4369E-13 4.3514E-13 3.3984E-13 2.6038E-13
  1.9632E-13 1.4628E-13 1.0774E-13 7.8849E-14 5.7348E-14 4.1301E-14 2.9749E-14
  2.1360E-14 1.5282E-14 1.0921E-14 7.7922E-15 5.5532E-15 3.9538E-15 2.8130E-15
  2.0004E-15 1.4222E-15 1.0109E-15 7.1856E-16 5.1085E-16 3.6330E-16 2.5849E-16
  1.8404E-16 1.3116E-16 9.3586E-17 6.6876E-17 4.7882E-17 3.4362E-17 2.4733E-17

 30000101.0200 -3.5030E-01  4.0915E-13  3.6467E-13  3.2504E-13  2.8971E-13
  2.5823E-13 2.3018E-13 2.0519E-13 1.8291E-13 1.6306E-13 1.4538E-13 1.2963E-13
  1.1559E-13 1.0309E-13 9.1959E-14 8.2046E-14 7.3222E-14 6.5370E-14 5.8384E-14
  5.2173E-14 4.6652E-14 4.1750E-14 3.7399E-14 3.3541E-14 3.0124E-14 2.7100E-14
  2.4426E-14 2.2065E-14 1.9982E-14 1.8145E-14 1.6525E-14 1.5096E-14 1.3833E-14
  1.2710E-14 1.1706E-14 1.0800E-14 9.9768E-15 9.2319E-15 8.6007E-15 8.1743E-15
  8.0555E-15 8.2563E-15 8.6393E-15 8.9737E-15 9.0542E-15 8.7830E-15 8.0960E-15
  7.2298E-15 6.2020E-15 5.2005E-15 4.2634E-15 3.4050E-15 2.6807E-15 2.0970E-15
  1.6153E-15 1.2423E-15 9.3147E-16 7.0698E-16 5.3488E-16 3.8210E-16 2.8548E-16
  2.1279E-16 1.5658E-16 1.1608E-16 8.5913E-17 6.3505E-17 4.6915E-17 3.4627E-17
  2.5557E-17 1.8860E-17 1.3926E-17 1.0289E-17 7.6127E-18 5.6423E-18 4.1918E-18
  3.1237E-18 2.3364E-18 1.7556E-18 1.3262E-18 1.0083E-18 7.7212E-19 5.9609E-19
 30000101.0300 -1.3734E-01  9.0636E-14  8.0789E-14  7.2013E-14  6.4193E-14
  5.7225E-14 5.1017E-14 4.5485E-14 4.0557E-14 3.6166E-14 3.2256E-14 2.8774E-14
  2.5673E-14 2.2914E-14 2.0458E-14 1.8273E-14 1.6331E-14 1.4605E-14 1.3073E-14
  1.1714E-14 1.0510E-14 9.4452E-15 8.5040E-15 7.6736E-15 6.9418E-15 6.2970E-15
  5.7289E-15 5.2275E-15 4.7845E-15 4.3921E-15 4.0439E-15 3.7337E-15 3.4557E-15
  3.2043E-15 2.9745E-15 2.7619E-15 2.5636E-15 2.3863E-15 2.2818E-15 2.4101E-15
  3.0345E-15 4.3475E-15 6.2447E-15 8.2993E-15 9.9795E-15 1.0908E-14 1.0960E-14
  1.0299E-14 9.1444E-15 7.7707E-15 6.3706E-15 5.0684E-15 3.9409E-15 3.0110E-15
  2.2646E-15 1.6851E-15 1.2379E-15 9.0534E-16 6.5837E-16 4.7138E-16 3.3937E-16
  2.4361E-16 1.7405E-16 1.2437E-16 8.8749E-17 6.3267E-17 4.5052E-17 3.2074E-17
  2.2828E-17 1.6248E-17 1.1567E-17 8.2377E-18 5.8709E-18 4.1882E-18 2.9916E-18
  2.1404E-18 1.5347E-18 1.1034E-18 7.9576E-19 5.7596E-19 4.1930E-19 3.0686E-19
 30000101.0400 -7.3002E-02  3.4915E-14  3.1123E-14  2.7745E-14  2.4734E-14
  2.2052E-14 1.9663E-14 1.7534E-14 1.5638E-14 1.3949E-14 1.2445E-14 1.1107E-14
  9.9153E-15 8.8552E-15 7.9123E-15 7.0740E-15 6.3292E-15 5.6680E-15 5.0813E-15
  4.5612E-15 4.1006E-15 3.6931E-15 3.3329E-15 3.0148E-15 2.7342E-15 2.4867E-15
  2.2687E-15 2.0767E-15 1.9074E-15 1.7575E-15 1.6242E-15 1.5046E-15 1.3963E-15
  1.2972E-15 1.2055E-15 1.1196E-15 1.0385E-15 9.6312E-16 9.0325E-16 8.9188E-16
  9.8740E-16 1.2383E-15 1.6305E-15 2.0740E-15 2.4478E-15 2.6597E-15 2.6681E-15
  2.5143E-15 2.2397E-15 1.9133E-15 1.5784E-15 1.2634E-15 9.8964E-16 7.6370E-16
  5.8069E-16 4.3824E-16 3.2619E-16 2.4297E-16 1.8036E-16 1.3091E-16 9.6449E-17
  7.0948E-17 5.1909E-17 3.8063E-17 2.7886E-17 2.0421E-17 1.4933E-17 1.0919E-17
  7.9808E-18 5.8315E-18 4.2608E-18 3.1134E-18 2.2756E-18 1.6642E-18 1.2181E-18
  8.9265E-19 6.5518E-19 4.8190E-19 3.5535E-19 2.6288E-19 1.9522E-19 1.4567E-19
 30000101.0500 -4.5241E-02  1.7029E-14  1.5181E-14  1.3534E-14  1.2067E-14
  1.0760E-14 9.5953E-15 8.5582E-15 7.6345E-15 6.8121E-15 6.0800E-15 5.4284E-15
  4.8487E-15 4.3331E-15 3.8750E-15 3.4680E-15 3.1067E-15 2.7862E-15 2.5022E-15
  2.2507E-15 2.0282E-15 1.8315E-15 1.6576E-15 1.5040E-15 1.3684E-15 1.2485E-15
  1.1426E-15 1.0488E-15 9.6563E-16 8.9146E-16 8.2489E-16 7.6464E-16 7.0960E-16
